Source,Year,Month,Day,Time of Day,Station,Tide,Hooks,Species Code,Common Name,Latin name,Longline used,Fork length,Total length,Sex,Status,Notes
UNC,1978,10,10,1130,NS,F,80,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,42.5,,M,,
UNC,1978,10,10,1130,NS,F,80,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,44.5,,M,,
UNC,1978,10,10,1130,NS,F,80,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,42,,M,DEAD,
UNC,1978,10,10,1130,NS,F,80,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77.2,,M,,
UNC,1978,10,24,900,EW,F,66,SSP,Spinner shark,Carcharhinus brevipinna,Y,98,,F,DEAD,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,89,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,85,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,96.5,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,91,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,84,,M,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,84,,F,DEAD,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,89,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,91,,F,,
UNC,1978,10,24,900,EW,F,66,DUS,Dusky shark,Carcharhinus obscurus,Y,87,,F,DEAD,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,,,U,,"1 LOST ~111, FROM LL"
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,141,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,139,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,131.5,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,137.5,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,142,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,133,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,119,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,85,,M,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,114,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,140,,F,,
UNC,1978,10,24,900,EW,F,66,SSB,Sandbar shark,Carcharhinus plumbeus,Y,133,,F,,
UNC,1978,11,7,955,EW,F,50,DUS,Dusky shark,Carcharhinus obscurus,Y,91,,F,,
UNC,1978,11,7,955,EW,F,50,DUS,Dusky shark,Carcharhinus obscurus,Y,90.5,,M,,
UNC,1978,11,7,955,EW,F,50,SSB,Sandbar shark,Carcharhinus plumbeus,Y,72.5,,M,,
UNC,1978,11,7,955,EW,F,50,TIG,Tiger shark,Galeocerdo cuvier,Y,223,,F,,
UNC,1978,11,7,955,EW,F,50,SDS,Smooth dogfish,Mustelus canis,Y,115.5,,F,,
UNC,1978,11,7,955,EW,F,50,SDS,Smooth dogfish,Mustelus canis,Y,113.5,,F,,
UNC,1978,11,7,955,EW,F,50,SDS,Smooth dogfish,Mustelus canis,Y,112,,F,,
UNC,1978,11,7,1145,NS,F,50,DUS,Dusky shark,Carcharhinus obscurus,Y,82,,F,,
UNC,1978,11,7,1145,NS,F,50,SSB,Sandbar shark,Carcharhinus plumbeus,Y,53,,M,,
UNC,1978,11,7,1145,NS,F,50,SSB,Sandbar shark,Carcharhinus plumbeus,Y,55,,M,,
UNC,1979,4,3,1020,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,91,,M,,
UNC,1979,4,3,1020,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,87,,F,,
UNC,1979,4,3,1020,EW,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,50.4,,F,,
UNC,1979,4,3,1020,EW,F,100,SPD,Spiny dogfish,Squalus acanthias,Y,85,,F,,
UNC,1979,4,3,1020,EW,F,100,SPD,Spiny dogfish,Squalus acanthias,Y,80,,F,,
UNC,1979,4,3,1020,EW,F,100,SPD,Spiny dogfish,Squalus acanthias,Y,64,,F,,
UNC,1979,4,3,1020,EW,F,100,SPD,Spiny dogfish,Squalus acanthias,Y,78,,F,,
UNC,1979,4,3,1020,EW,F,100,SPD,Spiny dogfish,Squalus acanthias,Y,85,,F,,
UNC,1979,4,18,1030,EW,F,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,119,,M,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,,,U,,2 ESCAPED
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,93.4,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,84.5,,M,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,93,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,,,U,,2 ESCAPED
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,87,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,92,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,93.5,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,92.5,,F,,
UNC,1979,4,18,1030,EW,F,98,SDS,Smooth dogfish,Mustelus canis,Y,102,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,78,,M,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,84,,M,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,96,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,91.5,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,81,,M,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,81,,M,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,95.5,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,102,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,90,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,94,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,87.5,,M,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,102,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,98,,F,,
UNC,1979,4,18,1230,NS,E,99,SDS,Smooth dogfish,Mustelus canis,Y,105,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,96.2,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,103,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,93.8,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,93.4,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,89.6,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,99.6,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,107,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,89.4,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,90.2,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,93.5,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,96.3,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,68.1,,M,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,102.1,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,89.4,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,101.5,,F,,
UNC,1979,5,1,945,EW,F,100,SDS,Smooth dogfish,Mustelus canis,Y,96,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,103.3,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,81.2,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,94.3,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,101.6,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,94.4,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,104.1,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,92.8,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,95.8,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,83.2,,M,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,76.7,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,100,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,95.7,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,88.3,,M,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,93.3,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,104.5,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,88.9,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,94.8,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,88.9,,F,,
UNC,1979,5,1,1155,NS,E,100,SDS,Smooth dogfish,Mustelus canis,Y,91,,F,,
UNC,1979,5,15,1000,EW,F,96,SBN,Blacknose shark,Carcharhinus acronotus,Y,105,,F,,
UNC,1979,5,15,1000,EW,F,96,SBN,Blacknose shark,Carcharhinus acronotus,Y,100.5,,M,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,71.5,,F,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,78,,M,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,77,,M,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,84.4,,M,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,89,,F,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,85.8,,M,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,80.8,,F,,
UNC,1979,5,15,1000,EW,F,96,DUS,Dusky shark,Carcharhinus obscurus,Y,93.3,,M,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,117,,F,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,111,,M,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,117,,F,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,114,,F,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,123.7,,M,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,116,,F,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,109,,F,,
UNC,1979,5,15,1000,EW,F,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,118,,M,,NE-SW
UNC,1979,5,15,1000,EW,F,96,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,55.5,,F,,
UNC,1979,5,15,1000,EW,F,96,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,M,,
UNC,1979,5,15,1000,EW,F,96,SPL,Scalloped hammerhead,Sphyrna lewini,Y,121,,M,,
UNC,1979,5,15,1000,EW,F,96,SPL,Scalloped hammerhead,Sphyrna lewini,Y,106,,F,,
UNC,1979,5,15,1220,EW,E,96,SBN,Blacknose shark,Carcharhinus acronotus,Y,111.5,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,97.5,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,72,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,78,,M,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,77,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,79,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,86,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,84,,M,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,79,,F,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,93.5,,M,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,82.5,,M,,
UNC,1979,5,15,1220,EW,E,96,DUS,Dusky shark,Carcharhinus obscurus,Y,79,,F,,
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,72,,F,,
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,,,U,,2 ESCAPED
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,111.7,,M,,
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,,,U,,2 ESCAPED
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,116,,F,,
UNC,1979,5,15,1220,EW,E,96,SSB,Sandbar shark,Carcharhinus plumbeus,Y,125,,F,,
UNC,1979,5,15,1220,EW,E,96,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,M,,
UNC,1979,5,15,1220,EW,E,96,SPL,Scalloped hammerhead,Sphyrna lewini,Y,119,,M,,
UNC,1979,5,30,945,NS,F,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,109,,M,,
UNC,1979,5,30,945,NS,F,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,101.3,,M,,
UNC,1979,5,30,945,NS,F,100,DUS,Dusky shark,Carcharhinus obscurus,Y,80,,F,,
UNC,1979,5,30,945,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,69.2,,M,,
UNC,1979,5,30,945,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.4,,M,,
UNC,1979,5,30,945,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1979,5,30,945,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1979,5,30,945,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72.8,,M,,
UNC,1979,5,30,1130,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,100.5,,M,,
UNC,1979,5,30,1130,EW,E,100,DUS,Dusky shark,Carcharhinus obscurus,Y,114.5,,M,,
UNC,1979,5,30,1130,EW,E,100,DUS,Dusky shark,Carcharhinus obscurus,Y,80,,M,,
UNC,1979,5,30,1130,EW,E,100,DUS,Dusky shark,Carcharhinus obscurus,Y,81.5,,M,,
UNC,1979,5,30,1130,EW,E,100,DUS,Dusky shark,Carcharhinus obscurus,Y,90.5,,M,,
UNC,1979,5,30,1130,EW,E,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1979,6,14,940,EW,F,98,DUS,Dusky shark,Carcharhinus obscurus,Y,81,,F,,
UNC,1979,6,14,940,EW,F,98,DUS,Dusky shark,Carcharhinus obscurus,Y,82.5,,F,,
UNC,1979,6,14,940,EW,F,98,DUS,Dusky shark,Carcharhinus obscurus,Y,89,,F,,
UNC,1979,6,14,940,EW,F,98,DUS,Dusky shark,Carcharhinus obscurus,Y,,,F,,
UNC,1979,6,14,940,EW,F,98,DUS,Dusky shark,Carcharhinus obscurus,Y,,,U,,1 ESCAPED
UNC,1979,6,14,940,EW,F,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,120,,F,,
UNC,1979,6,14,1145,EW,E,93,SSP,Spinner shark,Carcharhinus brevipinna,Y,153.5,,M,,
UNC,1979,6,14,1145,EW,E,93,DUS,Dusky shark,Carcharhinus obscurus,Y,79.5,,M,,
UNC,1979,6,14,1145,EW,E,93,SSB,Sandbar shark,Carcharhinus plumbeus,Y,98.5,,M,,
UNC,1979,6,14,1145,EW,E,93,SDS,Smooth dogfish,Mustelus canis,Y,99,,F,,NE-SW
UNC,1979,7,10,930,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,104,,F,,
UNC,1979,7,10,930,EW,E,100,SBK,Blacktip shark,Carcharhinus limbatus,Y,97,,M,,
UNC,1979,7,10,930,EW,E,100,TIG,Tiger shark,Galeocerdo cuvier,Y,147.5,,F,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,110.8,,F,DEAD,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,98,,M,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,152,,M,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,93.5,,F,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,77,,F,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,100,,M,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,117,,M,,
UNC,1979,7,10,930,EW,E,100,SPL,Scalloped hammerhead,Sphyrna lewini,Y,76.5,,F,,
UNC,1979,7,10,1145,NS,E,98,SBN,Blacknose shark,Carcharhinus acronotus,Y,97.9,,F,DEAD,
UNC,1979,7,10,1145,NS,E,98,SBN,Blacknose shark,Carcharhinus acronotus,Y,89.5,,M,,
UNC,1979,7,10,1145,NS,E,98,SBN,Blacknose shark,Carcharhinus acronotus,Y,96,,M,,
UNC,1979,7,10,1145,NS,E,98,SFT,Finetooth shark,Carcharhinus isodon,Y,105.5,,M,DEAD,
UNC,1979,7,10,1145,NS,E,98,SBK,Blacktip shark,Carcharhinus limbatus,Y,103,,M,,
UNC,1979,7,10,1145,NS,E,98,DUS,Dusky shark,Carcharhinus obscurus,Y,82,,F,,
UNC,1979,7,10,1145,NS,E,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,98.5,,F,,
UNC,1979,7,10,1145,NS,E,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,96.5,,M,,
UNC,1979,7,10,1145,NS,E,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,123,,F,,
UNC,1979,7,10,1145,NS,E,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,108,,M,,
UNC,1979,7,10,1145,NS,E,98,SSB,Sandbar shark,Carcharhinus plumbeus,Y,113,,M,,
UNC,1979,7,10,1145,NS,E,98,TIG,Tiger shark,Galeocerdo cuvier,Y,168,,F,,
UNC,1979,7,10,1145,NS,E,98,TIG,Tiger shark,Galeocerdo cuvier,Y,,,U,,1 TIGER 8-10' ESCAPED
UNC,1979,7,10,1145,NS,E,98,SPL,Scalloped hammerhead,Sphyrna lewini,Y,79.5,,F,,
UNC,1979,7,10,1145,NS,E,98,SPL,Scalloped hammerhead,Sphyrna lewini,Y,104.5,,M,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,108,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,104,,M,,FL  PER F. SCHWARTZ
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,93.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,117,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,97.7,,M,,FL  PER F. SCHWARTZ
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,108.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,96.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,89.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,100,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,91,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,95,,M,,FL  PER F. SCHWARTZ
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,102.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,101,,F,,
UNC,1979,7,24,1000,EW,E,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,103.2,,F,,FL  PER F. SCHWARTZ
UNC,1979,7,24,1000,EW,E,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,109.5,,F,,
UNC,1979,7,24,1000,EW,E,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,144,,F,,
UNC,1979,7,24,1000,EW,E,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,113.5,,F,,FL  PER F. SCHWARTZ
UNC,1979,7,24,1000,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,110,,F,,
UNC,1979,7,24,1000,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,105,,M,,
UNC,1979,7,24,1000,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,110.5,,M,,
UNC,1979,7,24,1000,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,100,,M,,
UNC,1979,7,24,1000,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,102,,M,,
UNC,1979,7,24,1000,EW,E,150,TIG,Tiger shark,Galeocerdo cuvier,Y,,,U,,6' TIGER LOST
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,84.8,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,95,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,97.7,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,100.5,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,90.7,,F,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,92.4,,F,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,106.6,,F,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,104,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,96.2,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,96.3,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,99.7,,M,,
UNC,1979,7,24,1205,NS,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,55.6,,M,,
UNC,1979,7,24,1205,NS,E,150,SBU,Bull shark,Carcharhinus leucas,Y,183,,M,,
UNC,1979,7,24,1205,NS,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,113.5,,M,,
UNC,1979,7,24,1205,NS,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,109.5,,M,,
UNC,1979,7,24,1205,NS,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,103.2,,M,,
UNC,1979,7,24,1205,NS,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,144,,M,,
UNC,1979,7,24,1205,NS,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,101.5,,M,,
UNC,1979,7,24,1205,NS,E,150,DUS,Dusky shark,Carcharhinus obscurus,Y,144.7,,F,,
UNC,1979,7,24,1205,NS,E,150,SSB,Sandbar shark,Carcharhinus plumbeus,Y,100,,M,DEAD,
UNC,1979,7,24,1205,NS,E,150,SSB,Sandbar shark,Carcharhinus plumbeus,Y,120.6,,M,,
UNC,1979,7,24,1205,NS,E,150,SSB,Sandbar shark,Carcharhinus plumbeus,Y,98,,F,,
UNC,1979,7,24,1205,NS,E,150,TIG,Tiger shark,Galeocerdo cuvier,Y,,,U,,5' TIGER ESCAPED
UNC,1979,7,24,1205,NS,E,150,TIG,Tiger shark,Galeocerdo cuvier,Y,,,U,,6' TIGER ESCAPED
UNC,1979,8,7,1000,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,99,,F,,
UNC,1979,8,7,1000,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,,,U,,ESCAPED ~ 90
UNC,1979,8,7,1000,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,97,,F,,
UNC,1979,8,7,1000,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,106.3,,F,DEAD,
UNC,1979,8,7,1000,EW,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,105,,F,,
