Source,Year,Month,Day,Time of Day,Station,Tide,Hooks,Species Code,Common Name,Latin name,Longline used,Fork length,Total length,Sex,Status,Notes
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,71.5,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1990,10,1,1120,NS,E,149,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81.5,,F,,
UNC,1990,10,17,845,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1990,10,17,845,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,71.5,,F,,
UNC,1990,10,17,845,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,48,,M,,
UNC,1990,10,17,845,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,62.3,,M,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84.3,,F,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74.5,,M,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79.5,,F,,
UNC,1990,10,17,1233,NS,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84.7,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1990,10,29,1210,NS,F,100,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,M,,
UNC,1991,5,3,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,88.3,,F,,
UNC,1991,5,3,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1991,5,3,1200,NS,E,100,SBN,Blacknose shark,Carcharhinus acronotus,Y,99,,M,,
UNC,1991,5,13,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,88.1,,F,,
UNC,1991,5,13,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,84.5,,F,,
UNC,1991,5,13,830,EW,F,150,FAL,Silky shark,Carcharhinus falciformis,Y,80.5,,F,,
UNC,1991,6,10,830,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,88,,M,,
UNC,1991,6,10,830,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,M,,1 FISH SET - YES FROM F. Schwartz
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.3,,M,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.5,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81.5,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,89,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,6,10,1210,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78,,F,,
UNC,1991,6,25,820,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,85,,M,,
UNC,1991,6,25,820,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,92,,F,,
UNC,1991,6,25,820,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,116.5,,F,,
UNC,1991,6,25,820,EW,E,195,SSB,Sandbar shark,Carcharhinus plumbeus,Y,96,,F,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,92,,F,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,31,,M,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,6,25,820,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,6,25,1210,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,88,,M,,
UNC,1991,6,25,1210,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,93,,F,,
UNC,1991,6,25,1210,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,97.5,,M,,
UNC,1991,6,25,1210,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,137,,F,,
UNC,1991,6,25,1210,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,102,,M,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82.5,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.5,,F,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1991,6,25,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.5,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,99,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,113,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,96,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,99,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,91,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,114,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,96,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,95.5,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,97,,M,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,119,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,,,U,,LOST
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,96,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,98,,F,,
UNC,1991,7,8,915,EW,E,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,92,,F,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,182,,M,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,96,,F,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,96,,F,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,89,,M,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,87,,F,,
UNC,1991,7,8,915,EW,E,195,SSP,Spinner shark,Carcharhinus brevipinna,Y,96,,F,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,94,,F,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,93,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,98,,F,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,95,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,103,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,90,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,97,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,90.8,,F,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,96,,F,,NOT BT OR DUSKY ?
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,112,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,106,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,113,,M,,
UNC,1991,7,8,915,EW,E,195,SBK,Blacktip shark,Carcharhinus limbatus,Y,103,,M,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,90,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,111.3,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,95,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,85,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,90,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,90,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,95.5,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,99.5,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,83,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,91,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,119.5,,M,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,93,,F,,
UNC,1991,7,8,915,EW,E,195,DUS,Dusky shark,Carcharhinus obscurus,Y,55,,F,,
UNC,1991,7,8,915,EW,E,195,SSB,Sandbar shark,Carcharhinus plumbeus,Y,95,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,32.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,30,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33.8,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,32,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,29,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,21,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,32,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,35.7,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,34,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,29.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,35.7,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,34,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,32.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,32,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,30,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,30.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,38,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33.1,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31.6,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,29,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,33.5,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SDS,Smooth dogfish,Mustelus canis,Y,30.5,,M,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,32,,F,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,34,,M,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,29.5,,M,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,33.5,,M,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,31,,M,,
UNC,1991,7,8,915,EW,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,30,,M,,
UNC,1991,7,8,1210,NS,F,195,SBN,Blacknose shark,Carcharhinus acronotus,Y,89,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.5,,F,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,31,,M,,SIZE OKAY
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,72,,M,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,M,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,83.5,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,75.5,,M,,
UNC,1991,7,8,1210,NS,E,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,92,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80.5,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,81,,F,,
UNC,1991,7,8,1210,NS,F,195,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,M,,
UNC,1991,7,25,945,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,94,,M,,
UNC,1991,7,25,945,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,85.7,,F,DEAD,
UNC,1991,7,25,945,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,85,,F,DEAD,
UNC,1991,7,25,945,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,108,,M,,
UNC,1991,7,25,945,EW,E,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,89,,F,DEAD,
UNC,1991,7,25,945,EW,E,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,103,,M,,
UNC,1991,7,25,945,EW,E,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,95,,F,,
UNC,1991,7,25,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,90,,F,,
UNC,1991,7,25,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,DEAD,
UNC,1991,7,25,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,91,,F,,
UNC,1991,7,25,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,55,,F,DEAD,
UNC,1991,7,25,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,DEAD,
UNC,1991,8,5,830,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,87,,M,,
UNC,1991,8,5,830,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,110,,F,,
UNC,1991,8,5,830,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,72.5,,F,,
UNC,1991,8,5,830,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,,,U,,LOST
UNC,1991,8,5,830,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,92.5,,M,,
UNC,1991,8,5,830,EW,F,150,SSP,Spinner shark,Carcharhinus brevipinna,Y,105,,F,,
UNC,1991,8,5,830,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,117.5,,M,,
UNC,1991,8,5,830,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,100,,M,,
UNC,1991,8,5,830,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,90,,M,,
UNC,1991,8,5,830,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,158,,F,,
UNC,1991,8,5,830,EW,F,150,SBK,Blacktip shark,Carcharhinus limbatus,Y,127,,M,,
UNC,1991,8,5,830,EW,E,150,SPL,Scalloped hammerhead,Sphyrna lewini,Y,1100,,F,,
UNC,1991,9,3,945,EW,F,150,SBN,Blacknose shark,Carcharhinus acronotus,Y,80,,F,,
UNC,1991,9,3,945,EW,F,150,SDG,Unknown dogfish,n.a.,Y,200,,M,,
UNC,1991,9,3,945,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,9,3,945,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.2,,F,,
UNC,1991,9,3,945,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,9,3,945,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,77,,F,,
UNC,1991,9,16,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,84,,F,,
UNC,1991,9,16,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,9,16,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,74,,F,,
UNC,1991,9,16,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,9,16,830,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,70,,M,,
UNC,1991,9,16,1200,NS,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,85,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,82.5,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,80,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,78.5,,F,,
UNC,1991,9,30,930,EW,F,150,SAS,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Y,79,,F,,
