STATION,STATION_NAME,DATE,MDPR,MDSF,DAPR,DASF,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT05,WT11,WT04,WT03
GHCND:USC00319467,WILMINGTON 7 N NC US,19781214,-9999,-9999,-9999,-9999,0.00,0.0,0.0,60,31,41,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781215,-9999,-9999,-9999,-9999,0.00,0.0,0.0,48,20,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781216,-9999,-9999,-9999,-9999,0.00,0.0,0.0,59,30,45,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781217,-9999,-9999,-9999,-9999,0.04,0.0,0.0,70,42,51,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781218,-9999,-9999,-9999,-9999,0.00,0.0,0.0,53,25,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781219,-9999,-9999,-9999,-9999,0.00,0.0,0.0,55,37,50,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781220,-9999,-9999,-9999,-9999,0.00,0.0,0.0,63,47,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781221,-9999,-9999,-9999,-9999,0.00,0.0,0.0,70,61,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781222,-9999,-9999,-9999,-9999,0.00,0.0,0.0,66,27,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781223,-9999,-9999,-9999,-9999,0.00,0.0,0.0,52,24,27,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781224,-9999,-9999,-9999,-9999,0.70,0.0,0.0,55,29,55,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781225,-9999,-9999,-9999,-9999,3.45,0.0,0.0,67,34,48,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781226,-9999,-9999,-9999,-9999,0.00,0.0,0.0,58,29,32,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781227,-9999,-9999,-9999,-9999,0.00,0.0,0.0,62,32,38,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781228,-9999,-9999,-9999,-9999,0.00,0.0,0.0,48,31,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781229,-9999,-9999,-9999,-9999,0.00,0.0,0.0,38,26,29,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781230,-9999,-9999,-9999,-9999,0.00,0.0,0.0,49,30,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19781231,-9999,-9999,-9999,-9999,0.00,0.0,0.0,60,35,51,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790101,-9999,-9999,-9999,-9999,0.00,0.0,0.0,70,50,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790102,-9999,-9999,-9999,-9999,1.30,0.0,0.0,72,63,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790103,-9999,-9999,-9999,-9999,0.94,0.0,0.0,66,21,23,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790104,-9999,-9999,-9999,-9999,0.00,0.0,0.0,38,15,23,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790105,-9999,-9999,-9999,-9999,0.00,0.0,0.0,40,23,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790106,-9999,-9999,-9999,-9999,0.00,0.0,0.0,52,36,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790107,-9999,-9999,-9999,-9999,0.03,0.0,0.0,62,41,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790108,-9999,-9999,-9999,-9999,0.78,0.0,0.0,69,57,59,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790109,-9999,-9999,-9999,-9999,0.00,0.0,0.0,66,25,27,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790110,-9999,-9999,-9999,-9999,0.00,0.0,0.0,40,18,26,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790111,-9999,-9999,-9999,-9999,0.00,0.0,0.0,47,23,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790112,-9999,-9999,-9999,-9999,0.02,0.0,0.0,53,32,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790113,-9999,-9999,-9999,-9999,0.99,0.0,0.0,48,36,48,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790114,-9999,-9999,-9999,-9999,0.24,0.0,0.0,55,45,55,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790115,-9999,-9999,-9999,-9999,0.07,0.0,0.0,60,27,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790116,-9999,-9999,-9999,-9999,0.00,0.0,0.0,44,23,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790117,-9999,-9999,-9999,-9999,0.00,0.0,0.0,55,28,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790118,-9999,-9999,-9999,-9999,0.00,0.0,0.0,59,39,54,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790119,-9999,-9999,-9999,-9999,0.00,0.0,0.0,62,25,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790120,-9999,-9999,-9999,-9999,0.04,0.0,0.0,44,28,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790121,-9999,-9999,-9999,-9999,0.94,0.0,0.0,68,33,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790122,-9999,-9999,-9999,-9999,0.00,0.0,0.0,63,33,39,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790123,-9999,-9999,-9999,-9999,0.00,0.0,0.0,51,27,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790124,-9999,-9999,-9999,-9999,0.70,0.0,0.0,64,34,64,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790125,-9999,-9999,-9999,-9999,0.00,0.0,0.0,67,27,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790126,-9999,-9999,-9999,-9999,0.00,0.0,0.0,48,30,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790127,-9999,-9999,-9999,-9999,0.00,0.0,0.0,53,29,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790128,-9999,-9999,-9999,-9999,0.03,0.0,0.0,52,37,42,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790129,-9999,-9999,-9999,-9999,0.00,0.0,0.0,50,32,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790130,-9999,-9999,-9999,-9999,0.00,0.0,0.0,51,26,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790131,-9999,-9999,-9999,-9999,0.00,0.0,0.0,54,31,38,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790201,-9999,-9999,-9999,-9999,0.09,-9999,-9999,44,27,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790202,-9999,-9999,-9999,-9999,0.00,-9999,-9999,41,22,29,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790203,-9999,-9999,-9999,-9999,0.00,-9999,-9999,50,25,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790204,-9999,-9999,-9999,-9999,0.01,-9999,-9999,49,32,46,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790205,-9999,-9999,-9999,-9999,0.00,-9999,-9999,58,35,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790206,-9999,-9999,-9999,-9999,0.00,-9999,-9999,46,23,29,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790207,-9999,-9999,-9999,-9999,0.62,-9999,-9999,39,30,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790208,-9999,-9999,-9999,-9999,0.00,-9999,-9999,42,31,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790209,-9999,-9999,-9999,-9999,0.00,-9999,-9999,52,25,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790210,-9999,-9999,-9999,-9999,0.11,-9999,-9999,46,15,23,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790211,-9999,-9999,-9999,-9999,0.00,-9999,-9999,40,20,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790212,-9999,-9999,-9999,-9999,0.00,-9999,-9999,44,25,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790213,-9999,-9999,-9999,-9999,0.00,-9999,-9999,58,30,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790214,-9999,-9999,-9999,-9999,0.00,-9999,-9999,43,23,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790215,-9999,-9999,-9999,-9999,0.00,-9999,-9999,54,31,54,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790216,-9999,-9999,-9999,-9999,0.00,-9999,-9999,73,44,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790217,-9999,-9999,-9999,-9999,0.00,-9999,-9999,73,28,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790218,-9999,-9999,-9999,-9999,0.99,-9999,-9999,35,20,25,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790219,-9999,-9999,-9999,-9999,0.80,-9999,-9999,36,20,26,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790220,-9999,-9999,-9999,-9999,0.00,-9999,-9999,45,23,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790221,-9999,-9999,-9999,-9999,0.00,-9999,-9999,61,36,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790222,-9999,-9999,-9999,-9999,0.07,-9999,-9999,65,40,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790223,-9999,-9999,-9999,-9999,0.06,-9999,-9999,70,52,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790224,-9999,-9999,-9999,-9999,0.93,-9999,-9999,70,55,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790225,-9999,-9999,-9999,-9999,1.07,-9999,-9999,74,61,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790226,-9999,-9999,-9999,-9999,0.79,-9999,-9999,69,45,45,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790227,-9999,-9999,-9999,-9999,0.00,-9999,-9999,47,34,40,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790228,-9999,-9999,-9999,-9999,0.00,-9999,-9999,53,31,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790301,-9999,-9999,-9999,-9999,0.00,0.0,0.0,57,38,49,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790302,-9999,-9999,-9999,-9999,0.03,0.0,0.0,69,43,48,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790303,-9999,-9999,-9999,-9999,0.00,0.0,0.0,70,40,53,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790304,-9999,-9999,-9999,-9999,0.00,0.0,0.0,66,47,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790305,-9999,-9999,-9999,-9999,0.25,0.0,0.0,73,59,59,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790306,-9999,-9999,-9999,-9999,1.12,0.0,0.0,66,59,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790307,-9999,-9999,-9999,-9999,0.23,0.0,0.0,62,46,47,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790308,-9999,-9999,-9999,-9999,0.00,0.0,0.0,62,40,53,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790309,-9999,-9999,-9999,-9999,0.89,0.0,0.0,55,40,46,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790310,-9999,-9999,-9999,-9999,0.00,0.0,0.0,63,38,58,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790311,-9999,-9999,-9999,-9999,0.33,0.0,0.0,70,40,42,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790312,-9999,-9999,-9999,-9999,0.00,0.0,0.0,56,30,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790313,-9999,-9999,-9999,-9999,0.00,0.0,0.0,61,32,52,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790314,-9999,-9999,-9999,-9999,0.00,0.0,0.0,69,52,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790315,-9999,-9999,-9999,-9999,0.32,0.0,0.0,70,33,50,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790316,-9999,-9999,-9999,-9999,0.00,0.0,0.0,55,27,40,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790317,-9999,-9999,-9999,-9999,0.00,0.0,0.0,53,27,47,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790318,-9999,-9999,-9999,-9999,0.00,0.0,0.0,63,33,57,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790319,-9999,-9999,-9999,-9999,0.00,0.0,0.0,73,40,54,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790320,-9999,-9999,-9999,-9999,0.00,0.0,0.0,68,46,55,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790321,-9999,-9999,-9999,-9999,0.00,0.0,0.0,69,39,57,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790322,-9999,-9999,-9999,-9999,0.00,0.0,0.0,70,37,53,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790323,-9999,-9999,-9999,-9999,0.00,0.0,0.0,68,41,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790324,-9999,-9999,-9999,-9999,1.31,0.0,0.0,72,58,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790325,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,41,54,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790326,-9999,-9999,-9999,-9999,0.00,0.0,0.0,64,35,44,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790327,-9999,-9999,-9999,-9999,0.00,0.0,0.0,59,34,54,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790328,-9999,-9999,-9999,-9999,0.00,0.0,0.0,67,41,57,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790329,-9999,-9999,-9999,-9999,0.00,0.0,0.0,68,48,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790330,-9999,-9999,-9999,-9999,0.00,0.0,0.0,78,50,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790331,-9999,-9999,-9999,-9999,0.00,0.0,0.0,78,58,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790401,-9999,-9999,-9999,-9999,0.00,0.0,0.0,82,60,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790402,-9999,-9999,-9999,-9999,0.00,0.0,0.0,85,55,71,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790403,-9999,-9999,-9999,-9999,0.03,0.0,0.0,81,65,74,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790404,-9999,-9999,-9999,-9999,0.49,0.0,0.0,76,64,71,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790405,-9999,-9999,-9999,-9999,0.28,0.0,0.0,72,63,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790406,-9999,-9999,-9999,-9999,0.00,0.0,0.0,67,40,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790407,-9999,-9999,-9999,-9999,0.00,0.0,0.0,77,35,52,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790408,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,45,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790409,-9999,-9999,-9999,-9999,0.43,0.0,0.0,79,57,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790410,-9999,-9999,-9999,-9999,0.16,0.0,0.0,75,44,53,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790411,-9999,-9999,-9999,-9999,0.00,0.0,0.0,67,43,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790412,-9999,-9999,-9999,-9999,0.00,0.0,0.0,71,54,71,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790413,-9999,-9999,-9999,-9999,0.00,0.0,0.0,77,61,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790414,-9999,-9999,-9999,-9999,1.12,0.0,0.0,80,58,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790415,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,44,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790416,-9999,-9999,-9999,-9999,0.00,0.0,0.0,79,42,60,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790417,-9999,-9999,-9999,-9999,0.00,0.0,0.0,70,40,57,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790418,-9999,-9999,-9999,-9999,0.00,0.0,0.0,68,40,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790419,-9999,-9999,-9999,-9999,0.00,0.0,0.0,73,45,61,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790420,-9999,-9999,-9999,-9999,0.00,0.0,0.0,73,42,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790421,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,48,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790422,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,53,75,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790423,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,58,74,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790424,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,55,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790425,-9999,-9999,-9999,-9999,0.00,0.0,0.0,78,56,72,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790426,-9999,-9999,-9999,-9999,2.03,0.0,0.0,77,60,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790427,-9999,-9999,-9999,-9999,0.00,0.0,0.0,77,64,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790428,-9999,-9999,-9999,-9999,0.03,0.0,0.0,82,56,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790429,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,49,59,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790430,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,50,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790501,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,47,59,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790502,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,52,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790503,-9999,-9999,-9999,-9999,0.00,0.0,0.0,77,49,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790504,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,65,74,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790505,-9999,-9999,-9999,-9999,0.10,0.0,0.0,85,69,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790506,-9999,-9999,-9999,-9999,0.07,0.0,0.0,70,50,60,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790507,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,55,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790508,-9999,-9999,-9999,-9999,0.00,0.0,0.0,76,64,75,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790509,-9999,-9999,-9999,-9999,0.01,0.0,0.0,81,65,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790510,-9999,-9999,-9999,-9999,1.07,0.0,0.0,81,67,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790511,-9999,-9999,-9999,-9999,0.46,0.0,0.0,77,69,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790512,-9999,-9999,-9999,-9999,0.00,0.0,0.0,87,69,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790513,-9999,-9999,-9999,-9999,0.00,0.0,0.0,85,69,76,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790514,-9999,-9999,-9999,-9999,0.37,0.0,0.0,85,66,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790515,-9999,-9999,-9999,-9999,1.17,0.0,0.0,71,62,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790516,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,54,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790517,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,55,64,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790518,-9999,-9999,-9999,-9999,0.00,0.0,0.0,74,47,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790519,-9999,-9999,-9999,-9999,0.18,0.0,0.0,73,58,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790520,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,57,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790521,-9999,-9999,-9999,-9999,0.00,0.0,0.0,76,56,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790522,-9999,-9999,-9999,-9999,0.00,0.0,0.0,80,62,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790523,-9999,-9999,-9999,-9999,0.15,0.0,0.0,81,66,76,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790524,-9999,-9999,-9999,-9999,1.12,0.0,0.0,86,65,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790525,-9999,-9999,-9999,-9999,0.29,0.0,0.0,82,63,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790526,-9999,-9999,-9999,-9999,0.00,0.0,0.0,75,49,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00319467,WILMINGTON 7 N NC US,19790527,-9999,-9999,-9999,-9999,0.00,0.0,0.0,72,49,72,-9999,-9999,-9999,-9999,-9999
